date,category,intentName,intentId,exposedButton1Name,exposedButton1Path,exposedButton2Name,exposedButton2Path,exposedButton3Name,exposedButton3Path,count
2026-03-25,요금관련문의,단말기 할부\n단말기 할부금\n단말기 할부 수수료\n휴대폰 할부금\n휴대폰 기기값,scint00001141,일시정지 해제 바로가기,https://app-stg.tworld.co.kr/myt-join/submain/suspend?from=aichat#temporary?from=aichat,T 우주 바로가기,https://m.sktuniverse.co.kr,약정 할인/기기할부정보 바로가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,49
2026-03-25,요금관련문의,단말기 할부금 수수료 정책,scint0000808,T 우주 바로가기,https://m.sktuniverse.co.kr,약정 할인/기기할부정보 바로가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,공유 데이터 확인하기,REMAIN_DATA_SHARING,49
2026-03-25,가입변경신청,리필하기 사용 방법,scint00000056,약정 할인/기기할부정보 바로가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,공유 데이터 확인하기,REMAIN_DATA_SHARING,전체 공유 데이터 보기,https://app-stg.tworld.co.kr/myt-data/hotdata/total-sharing?from=aichat,49
2026-03-25,요금관련문의,단말기 할부금 중도 납부 방법,scint00000190,공유 데이터 확인하기,REMAIN_DATA_SHARING,전체 공유 데이터 보기,https://app-stg.tworld.co.kr/myt-data/hotdata/total-sharing?from=aichat,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,49
2026-03-25,고객감사제,재가입시 리필쿠폰 발급일 문의,recov00000122,전체 공유 데이터 보기,https://app-stg.tworld.co.kr/myt-data/hotdata/total-sharing?from=aichat,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,일시정지 해제 바로가기,https://app-stg.tworld.co.kr/myt-join/submain/suspend?from=aichat#temporary?from=aichat,46
2026-03-25,가입변경신청,리필하기 문자 통보,scint00000065,납부 가능일 등록하기,UNPAID_REG_PAYMENT_DATE,일시정지 해제 바로가기,https://app-stg.tworld.co.kr/myt-join/submain/suspend?from=aichat#temporary?from=aichat,T 우주 바로가기,https://m.sktuniverse.co.kr,46
2026-03-25,가입변경신청,리필하기 데이터 음성 사용기간,scint00000060,일시정지 해제 바로가기,https://app-stg.tworld.co.kr/myt-join/submain/suspend?from=aichat#temporary?from=aichat,T 우주 바로가기,https://m.sktuniverse.co.kr,약정 할인/기기할부정보 바로가기,https://app-stg.tworld.co.kr/myt-join/myplancombine/infodiscount?from=aichat,42
2026-03-26,안내,인터넷/IPTV 가입,scint00002165,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,중고 기기변경 바로가기,https://www.tworld.co.kr/web/myt-change/device,T day Day1 혜택 바로가기,https://m.sktmembership.co.kr/l/nuOXQr,9
2026-03-26,유선,가장인기있는인터넷Btv상품추천,test00000001,중고 기기변경 바로가기,https://www.tworld.co.kr/web/myt-change/device,T day Day1 혜택 바로가기,https://m.sktmembership.co.kr/l/nuOXQr,T 우주 티빙 첫 구독 프로모션,https://m.sktuniverse.co.kr/sh/QrVpyy,8
2026-03-26,유선,가장인기있는인터넷상품추천,test00000002,T day Day1 혜택 바로가기,https://m.sktmembership.co.kr/l/nuOXQr,T 우주 티빙 첫 구독 프로모션,https://m.sktuniverse.co.kr/sh/QrVpyy,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,7
2026-03-26,유선,인터넷 요금제,scint00001611,T 우주 티빙 첫 구독 프로모션,https://m.sktuniverse.co.kr/sh/QrVpyy,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,중고 기기변경 바로가기,https://www.tworld.co.kr/web/myt-change/device,5
2026-03-26,요금제문의,표준요금제 T 데이터쿠폰 사용 가능 여부,scint0000631,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,중고 기기변경 바로가기,https://www.tworld.co.kr/web/myt-change/device,T day Day1 혜택 바로가기,https://m.sktmembership.co.kr/l/nuOXQr,5
2026-03-26,가입변경신청,리필하기 데이터 음성 사용기간,scint00000060,중고 기기변경 바로가기,https://www.tworld.co.kr/web/myt-change/device,T day Day1 혜택 바로가기,https://m.sktmembership.co.kr/l/nuOXQr,T 우주 티빙 첫 구독 프로모션,https://m.sktuniverse.co.kr/sh/QrVpyy,5
2026-03-26,가입변경신청,데이터 추가 사용 방법,scint00000458,T day Day1 혜택 바로가기,https://m.sktmembership.co.kr/l/nuOXQr,T 우주 티빙 첫 구독 프로모션,https://m.sktuniverse.co.kr/sh/QrVpyy,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,5
2026-03-26,사이버침해대응,로밍 요금제 미가입 로밍 음성 문자 이용,geint00000092,T 우주 티빙 첫 구독 프로모션,https://m.sktuniverse.co.kr/sh/QrVpyy,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,중고 기기변경 바로가기,https://www.tworld.co.kr/web/myt-change/device,5
2026-03-26,가입변경신청,리필하기 사용 방법,scint00000056,기가인터넷 와이파이(최대 1Gbps) 가입 신청하기,https://m.shop.tworld.co.kr/wire/order-auth/init?internetProdId=NI00004346&firstItem=I,중고 기기변경 바로가기,https://www.tworld.co.kr/web/myt-change/device,T day Day1 혜택 바로가기,https://m.sktmembership.co.kr/l/nuOXQr,5
2026-03-26,요금제문의,데이터통화료 상한제도,scint00000593,중고 기기변경 바로가기,https://www.tworld.co.kr/web/myt-change/device,T day Day1 혜택 바로가기,https://m.sktmembership.co.kr/l/nuOXQr,T 우주 티빙 첫 구독 프로모션,https://m.sktuniverse.co.kr/sh/QrVpyy,5
